lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,Stadtpark,"Ein Café im Stadtpark.","công viên thành phố",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-457,0,,2026-05-31,,
,Stadtteil,"Die Einwohner des Stadtteils werden informiert.","khu phố / quận",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-866,0,,2026-05-31,,
,Stadtverwaltung,"Information der Stadtverwaltung – Mehr Betreuungsplätze in Sicht","chính quyền thành phố",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1592,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1592]\n\n## Collocations\n- die Stadtverwaltung lädt Sie herzlich ein (chính quyền thành phố trân trọng kính mời quý vị)\n"
,Stadtzentrum,"Am oberen Ausgang des Stadtzentrums.","trung tâm thành phố",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-571,0,,2026-05-31,,
,stammen,,"có nguồn gốc từ; xuất phát từ",1,0,wortart:Verb;level:B1;thema:web-queue;voc:WEB-20260531-023,0,,2026-05-31,,
,Standardversand,"Der Kunde entscheidet sich für den Standardversand.","gửi tiêu chuẩn",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1189,0,,2026-05-31,,
,Standesamt,"Standesamt — Heiratsanmeldung","phòng đăng ký hộ tịch",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1497,0,,2026-05-31,,
,starten,"Die Busse starten am Hauptbahnhof.","khởi hành, bắt đầu",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-568,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-568]\n\n## Grammar / Notes\nsein\n"
,Startguthaben,"erhalten Sie ein Startguthaben von 15 Euro","số dư khởi đầu",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1663,0,,2026-05-31,,
,Startproblem,"Was könnte die Ursache für das Startproblem des Laptops sein?","vấn đề khởi động",1,0,wortart:Substantiv;level:B1;thema:Kommunikation;voc:VOC-20260522-1218,0,,2026-05-31,,
,statt,"Der Zug fährt um 16:10 statt um 15:45.","thay vì, thay cho",1,0,wortart:Präposition;level:B1;thema:Allgemein;voc:VOC-20260522-697,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-697]\n\n## Grammar / Notes\nđi với Gen.\n\n## Collocations\n- Es findet etwas statt (Sự kiện diễn ra)\n"
,stattdessen,"Die Fahrgäste sollen stattdessen den Zug S567 nehmen.","thay vào đó",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-417,0,,2026-05-31,,
,stattfinden,"Am nächsten Samstag findet ein jährliches Straßenfest statt.","diễn ra",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-205,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-205]\n\n## Grammar / Notes\ntrennbar\n"
,Stau,"Es gibt einen kilometerlangen Stau auf der A7 in Richtung Süden.","vụ kẹt xe",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-195,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-195]\n\n## Past mistakes\n- 2026-05-24 (Grammar): - **Mistake:** ""Ich muss Tish im Restaurant"", ""Ich finde ein Heimkino-System"" (đúng ein nhưng cần check 5 câu khác) - **Correct:** ""Ich möchte **einen** Tisch..."", ""...mit Blick auf **die** Stadt"" - **Rule:** Sau động từ chuyển tiếp (suchen, kaufen, möchten, sehen, finden...) → tân ngữ ở Akkusativ → mạo từ phải có và phải đổi: der→den (đực), die→die (cái không đổi), das→das (trung không đổi). Mạo từ không xác định: ein→einen (đực), eine→eine, ein→ein. - **Example đúng thêm:** - *Ich suche **einen** Job.* (der Job → einen) - *Ich kaufe **eine** Tasse Kaffee.* (die Tasse → eine) - *Ich brauche **ein** Buch.* (das Buch → ein, không đổi) - **Pattern count:** 1 (Active Retrieval Lesen 1.1 Lượt 1, 3/5 câu mắc) - **Source:** SESSION_2026-05-24.md (Tutor — Active Retrieval Lesen 1.1)\n"
,Staubsauger,"Staubsauger & Bügeleisen","máy hút bụi",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1481,0,,2026-05-31,,
,Stauraum,"Stauraum & Ordnung","không gian chứa đồ",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1470,0,,2026-05-31,,
,steigen,"Die Temperaturen im Norden steigen auf 20 bis 25 Grad.","tăng, lên cao",1,0,wortart:Verb;level:B1;thema:Wetter;voc:VOC-20260522-1070,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1070]\n\n## Grammar / Notes\nbất quy tắc, đi với sein\n"
,steigend,"Steigende Temperaturen am Wochenende.","đang tăng",1,0,wortart:Adjektiv;level:B1;thema:Wetter;voc:VOC-20260522-874,0,,2026-05-31,,
,Stelle,"Ich habe gerade eine neue Stelle angefangen.","vị trí (việc làm)",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1278,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1278]\n\n## Collocations\n- sich auf + Akk. einstellen (thích ứng với...)\n- ein Ticket bestellen (đặt vé)\n- finanzielle Mittel bereitstellen (cung cấp nguồn tài chính)\n- sich etwas zusammenstellen (tự ghép/tạo điều gì theo ý mình)\n- Beim Auspacken musste ich feststellen, dass ... (Khi mở hàng, tôi phải phát hiện ra rằng ...)\n"
,Stellenanzeige,"senden wir Ihnen die neuesten Stellenanzeigen aus Ihrer Branche direkt per E-Mail","tin tuyển dụng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1693,0,,2026-05-31,,
,Stellenwert,"Die Flexibilisierung von Arbeitszeiten wird einen höheren Stellenwert haben.","vị thế, tầm quan trọng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1313,0,,2026-05-31,,
,steuern,"Smart-Home-Geräte lassen sich bequem über das Smartphone steuern.","điều khiển",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1260,0,,2026-05-31,,
,Steuersystem,"Ihrem Vortrag über das deutsche Steuersystem","hệ thống thuế",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1587,0,,2026-05-31,,
,Stichtag,"Der 30. November ist der Stichtag für die Kündigung.","ngày chốt hạn",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-838,0,,2026-05-31,,
,stillen,"wenn Sie schwanger sind oder stillen","cho con bú",1,0,wortart:Verb;level:B1;thema:Familie;voc:VOC-20260522-1709,0,,2026-05-31,,
,Stock,"Die andere Maschine wird im dritten Stock stehen.","tầng (nhà)",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1206,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1206]\n\n## Grammar / Notes\nđếm tầng: erste/zweite/dritte Stock\n\n## Past mistakes\n- 2026-05-24 (Grammar): - **Mistake:** ""Welche Stock has Mobile Zubehör?"" — ""has"" và ""Mobile"" là tiếng Anh - **Correct:** ""Auf welchem Stock gibt es Handyzubehör?"" - **Rule:** Khi não retrieve không kịp tiếng Đức → fallback sang tiếng Anh. Đây là biểu hiện rõ của ""đứt gãy recognition vs production"" (Chat 7 trong Notion). Cách fix duy nhất: tăng tần suất Active Retrieval. Mỗi từ Anh lọt vào → mistake_count tăng 2 (không phải 1) vì là tín hiệu nặng hơn. - **Example đúng thêm:** - ""có gì ở đâu"" → *es gibt + Akkusativ* (KHÔNG dùng ""haben/hat"" cho tồn tại) - ""điện thoại di động"" → *das Handy* (KHÔNG dùng ""Mobile"") - ""máy tính"" → *der Computer / der Rechner* (Computer đã thành Đức hợp lệ) - **Pattern count:** 1 - **Source:** SESSION_2026-05-24.md\n"
,Stockwerk,"Sie wollen zu den oberen Stockwerken.","tầng (nhà)",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-982,0,,2026-05-31,,
,Strandurlaub,"Strandurlaub ist sehr entspannend.","kỳ nghỉ ở bãi biển",1,0,wortart:Substantiv;level:B1;thema:Reise;voc:VOC-20260522-1283,0,,2026-05-31,,
,Straßenbahn,"Eine verkehrsärmere Stadt braucht mehr Straßenbahnen.","tàu điện (trong thành phố)",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-021,0,,2026-05-31,,
,Straßenfest,"Am nächsten Samstag findet in dem Viertel ein jährliches Straßenfest statt.","lễ hội đường phố",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-202,0,,2026-05-31,,
,Streik,"Der Streik ist erst ab Montag geplant.","cuộc đình công",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-158,0,,2026-05-31,,
,streng,"Mein Vater ist sehr streng mit den Hausaufgaben.","nghiêm ngặt, khắt khe",1,0,wortart:Adjektiv;level:B1;thema:Familie;voc:VOC-20260518-038,0,,2026-05-31,,
,Stress,"Am Wochenende baue ich Stress ab.","áp lực, stress",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260518-125,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-125]\n\n## Grammar / Notes\nAus dem Englischen; collocation: Stress abbauen | Quelle: Teil4 4.22\n\n## Collocations\n- führen zu + Dat. (dẫn đến...)\n- Stress abbauen (giải toả căng thẳng)\n"
,Stressbewältigung,"Der Podcast handelt von Methoden zur Stressbewältigung.","việc vượt qua stress",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-822,0,,2026-05-31,,
,Stromausfall,"Die Notfallsituation hat mit einem Stromausfall zu tun.","sự cố mất điện",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-173,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-173]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Stromlieferung,"Vertragsinfo – Stromlieferung mit Teilzahlung","việc cung cấp điện",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1712,0,,2026-05-31,,
,Stromunterbrechung,"Die Operationen werden wegen einer Stromunterbrechung verschoben.","sự cúp điện",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-172,0,,2026-05-31,,
,Stundenlohn,"Stundenlohn: 10–15 € je nach Schicht.","tiền công theo giờ",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1540,0,,2026-05-31,,
,Städtereise,"Städtereisen sind sehr interessant.","chuyến đi tham quan thành phố",1,0,wortart:Substantiv;level:B1;thema:Reise;voc:VOC-20260522-1284,0,,2026-05-31,,
,Städtetour,"DreamTravel bietet nicht nur Städtetouren.","tour thành phố",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-180,0,,2026-05-31,,
,stöbern,"Am Samstag können Sie bis 20 Uhr stöbern.","lục lọi, lướt xem",1,0,wortart:Verb;level:B1;thema:Freizeit;voc:VOC-20260522-070,0,,2026-05-31,,
,stören,"Stören Sie die Arbeit der Feuerwehr nicht.","làm phiền / cản trở",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-861,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-861]\n\n## Collocations\n- etwas als störend empfinden (cảm thấy ... gây phiền)\n"
,störend,"Viele empfinden den Geräuschpegel als störend.","gây phiền, làm rối",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-027,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-027]\n\n## Collocations\n- etwas als störend empfinden (cảm thấy ... gây phiền)\n"
,stündlich,"Die Busse fahren jetzt stündlich.","mỗi giờ một lần",1,0,wortart:Adverb;level:B1;thema:Verkehr;voc:VOC-20260522-427,0,,2026-05-31,,
,suchen,"Herr Müller wird von der Polizei gesucht.","tìm kiếm",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-881,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-881]\n\n## Collocations\n- einen Arzt aufsuchen (đến gặp bác sĩ)\n\n## Past mistakes\n- 2026-05-24 (Grammar): - **Mistake:** ""Ich muss Tish im Restaurant"", ""Ich finde ein Heimkino-System"" (đúng ein nhưng cần check 5 câu khác) - **Correct:** ""Ich möchte **einen** Tisch..."", ""...mit Blick auf **die** Stadt"" - **Rule:** Sau động từ chuyển tiếp (suchen, kaufen, möchten, sehen, finden...) → tân ngữ ở Akkusativ → mạo từ phải có và phải đổi: der→den (đực), die→die (cái không đổi), das→das (trung không đổi). Mạo từ không xác định: ein→einen (đực), eine→eine, ein→ein. - **Example đúng thêm:** - *Ich suche **einen** Job.* (der Job → einen) - *Ich kaufe **eine** Tasse Kaffee.* (die Tasse → eine) - *Ich brauche **ein** Buch.* (das Buch → ein, không đổi) - **Pattern count:** 1 (Active Retrieval Lesen 1.1 Lượt 1, 3/5 câu mắc) - **Source:** SESSION_2026-05-24.md (Tutor — Active Retrieval Lesen 1.1)\n- 2026-05-24 (Vocab): - **Mistake:** ""Ich finde ein Heimkino-System."" (ý: tôi đang TÌM) - **Correct:** ""Ich **suche** ein Heimkino-System."" - **Rule:** **suchen** = tìm KIẾM (chưa thấy, đang quá trình); **finden** = tìm THẤY (đã thấy/tìm ra). Tiếng Việt ""tìm"" mơ hồ — gộp cả 2 → não user copy sang ""finden"" (gặp đầu tiên trong từ điển). Quy tắc khắc: ngữ cảnh ""đang đi tìm"" → **suchen**; ngữ cảnh ""đã tìm được rồi"" → Perfekt **gefunden**. - **Example đúng thêm:** - *Ich **suche** eine Wohnung.* (đang tìm) - *Ich habe eine Wohnung **gefunden**.* (đã tìm được) - *Wo **finde** ich die Toilette?* (Tôi tìm thấy nhà vệ sinh ở đâu — kiểu phổ biến nhưng nghĩa thực vẫn là ""tìm thấy"") - **Pattern count:** 1 - **Source:** SESSION_2026-05-24.md\n"
,sämtlich,"bitten wir Sie, sämtliche Wasserhähne geschlossen zu halten","tất cả, toàn bộ",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1604,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1604]\n\n## Grammar / Notes\nformal hơn alle\n"
,Tablette,"Der Mann hat gestern Tabletten genommen, die nicht geholfen haben.","viên thuốc",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1147,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1147]\n\n## Collocations\n- Tabletten gegen + Akk (thuốc viên chống ...)\n"
,Tagesmutter,"Eine Tagesmutter übernimmt zwei Nachmittage.","người trông trẻ ban ngày",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-1220,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1220]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Taktung,"Gleichzeitig wird die Taktung erhöht – ab sofort fährt die Linie 35 viermal pro Stunde.","tần suất chạy (xe/tàu)",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-1366,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1366]\n\n## Collocations\n- die Taktung erhöhen (tăng tần suất chạy)\n"
,talentiert,"Talentierte Fachkräfte brauchen Flexibilität.","có tài năng, tài ba",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260522-004,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-004]\n\n## Grammar / Notes\nähnlich: begabt\n"
,Tanzverein,"11:00 Uhr – Tanzverein Blau-Weiß","câu lạc bộ khiêu vũ",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1448,0,,2026-05-31,,
,Tapete,"Farben & Lacke für Innenräume / Tapeten","giấy dán tường",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1436,0,,2026-05-31,,
,Tarif,"Die Taste 1 ist für Tarife gedacht.","giá cước, gói cước",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260522-503,0,,2026-05-31,,
,Taste,"Die Taste 4 für dringende Notfälle drücken.","phím, nút bấm",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260522-459,0,,2026-05-31,,
,Techniker,"Der Techniker sagt: Das könnte die Ursache sein.","kỹ thuật viên",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1217,0,,2026-05-31,,
,technisch,"Ein technisches Problem verzögert den Zug.","thuộc kỹ thuật",1,0,wortart:Adjektiv;level:B1;thema:Technologie;voc:VOC-20260522-716,0,,2026-05-31,,
,Technologie,"Wie nutzen Sie die modernen Technologien in Ihrem Alltag?","công nghệ",1,0,wortart:Substantiv;level:B1;thema:Kommunikation;voc:VOC-20260522-1257,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1257]\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,teilen,"Ich teile wenig über mich selbst.","chia sẻ",1,0,wortart:Verb;level:B1;thema:Kommunikation;voc:VOC-20260522-1235,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1235]\n\n## Collocations\n- Ich freue mich, Ihnen mitteilen zu können, dass ... (Tôi rất vui được thông báo với quý vị rằng...)\n- Es freut uns, Ihnen mitteilen zu dürfen, dass ... (Chúng tôi rất vui được thông báo cho quý vị rằng ...)\n- Ich wäre Ihnen dankbar, wenn Sie ... mitteilen könnten (Tôi sẽ rất biết ơn nếu quý vị có thể cho tôi biết ...)\n"
,teilgenommen,,"đã tham gia (Partizip II)",1,0,wortart:Verb;level:B1;thema:web-queue;voc:WEB-20260531-022,0,,2026-05-31,,
,Teilnahme,"Deshalb ist meine Teilnahme diesmal leider nicht möglich.","sự tham dự",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1589,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1589]\n\n## Collocations\n- Wir freuen uns auf Ihre Teilnahme (Chúng tôi rất mong sự tham gia của quý vị)\n"
,teilnehmen,"Wenn Sie an einem unserer Sprachkurse teilnehmen möchten…","tham gia",1,0,wortart:Verb;level:B1;thema:Bildung;voc:VOC-20260522-055,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-055]\n\n## Grammar / Notes\ntrennbar; teilnehmen an + Dat.\n\n## Collocations\n- an einem Gewinnspiel teilnehmen (tham gia cuộc xổ số trúng thưởng)\n- an etwas teilnehmen (tham gia vào điều gì)\n"
,Teilnehmer,"Die Teilnehmerinnen und Teilnehmer besuchen keinen regulären Berufsschulunterricht.","người tham gia",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1376,0,,2026-05-31,,
,Teilzahlung,"Stromlieferung mit Teilzahlung","trả góp",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1713,0,,2026-05-31,,
,Teilzeit,"Nachtwächter (m/w/d) in Teilzeit.","bán thời gian",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1554,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1554]\n\n## Grammar / Notes\nGegensatz: Vollzeit\n"
,telefonisch,"Das Büro wird sich telefonisch melden.","qua điện thoại",1,0,wortart:Adverb;level:B1;thema:Alltag;voc:VOC-20260522-401,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-401]\n\n## Collocations\n- sich telefonisch melden (liên lạc qua điện thoại)\n- Sie erreichen mich (telefonisch) unter ... (Quý vị có thể liên hệ với tôi (qua điện thoại) số ...)\n"
,Temperatur,"Die Temperaturen steigen auf 20 bis 25 Grad.","nhiệt độ",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-854,0,,2026-05-31,,
,Temperaturabfall,"Die Kaltfront wird zu einem starken Temperaturabfall führen.","sự giảm nhiệt độ",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-061,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-061]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Temperaturanstieg,"Das Wochenende bringt einen Temperaturanstieg mit sich.","sự tăng nhiệt độ",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-062,0,,2026-05-31,,
,Teppich,"Die Kundin fragt nach Teppichreinigungen.","tấm thảm",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1177,0,,2026-05-31,,
,Termin,"Ihr Termin morgen wurde auf übermorgen verschoben.","cuộc hẹn",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-111,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-111]\n\n## Collocations\n- Termine nach Vereinbarung (hẹn theo thỏa thuận)\n"
,Terminänderung,"Benachrichtigung zur Terminänderung.","việc thay đổi lịch hẹn",1,0,wortart:Substantiv;level:B1;thema:Alltag;voc:VOC-20260522-579,0,,2026-05-31,,
,Terrasse,"Die Terrasse ist geschlossen.","sân thượng / hiên",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-983,0,,2026-05-31,,
,Theaterensemble,"Das englische Theaterensemble war letzte Woche zu Gast","đoàn kịch",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1641,0,,2026-05-31,,
,Theaterstück,"Am Vormittag wurden zwei verschiedene Theaterstücke aufgeführt","vở kịch",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1646,0,,2026-05-31,,
,Theatervorführung,"Theatervorführung Die Antike lebt","buổi diễn kịch",1,0,wortart:Substantiv;level:B1;thema:Kultur;voc:VOC-20260522-1347,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1347]\n\n## Grammar / Notes\nTheater + Vorführung\n"
,thematisieren,"Im Podcast wird Bewegung nicht thematisiert.","đưa ra làm chủ đề",1,0,wortart:Verb;level:B1;thema:Gesellschaft;voc:VOC-20260522-824,0,,2026-05-31,,
,Ticketverkauf,"Ticketverkauf: Events, Konzerte, Theater","việc bán vé",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1507,0,,2026-05-31,,
,Tiefkühlprodukt,"Die Abteilung für Tiefkühlprodukte befindet sich vorübergehend im Bereich neben den Kassen.","sản phẩm đông lạnh",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-084,0,,2026-05-31,,
,Toilette,"Die Toiletten im Stadtpark sind geschlossen.","nhà vệ sinh",1,0,wortart:Substantiv;level:B1;thema:Alltag;voc:VOC-20260522-968,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-968]\n\n## Past mistakes\n- 2026-05-24 (Vocab): - **Mistake:** ""Ich finde ein Heimkino-System."" (ý: tôi đang TÌM) - **Correct:** ""Ich **suche** ein Heimkino-System."" - **Rule:** **suchen** = tìm KIẾM (chưa thấy, đang quá trình); **finden** = tìm THẤY (đã thấy/tìm ra). Tiếng Việt ""tìm"" mơ hồ — gộp cả 2 → não user copy sang ""finden"" (gặp đầu tiên trong từ điển). Quy tắc khắc: ngữ cảnh ""đang đi tìm"" → **suchen**; ngữ cảnh ""đã tìm được rồi"" → Perfekt **gefunden**. - **Example đúng thêm:** - *Ich **suche** eine Wohnung.* (đang tìm) - *Ich habe eine Wohnung **gefunden**.* (đã tìm được) - *Wo **finde** ich die Toilette?* (Tôi tìm thấy nhà vệ sinh ở đâu — kiểu phổ biến nhưng nghĩa thực vẫn là ""tìm thấy"") - **Pattern count:** 1 - **Source:** SESSION_2026-05-24.md\n"
,Tombola,"16:30 Uhr – Tombola","xổ số (tại lễ hội)",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1447,0,,2026-05-31,,
,Tourismus,"Lokaler Tourismus ist nach der Pandemie besonders wichtig.","du lịch (ngành)",1,0,wortart:Substantiv;level:B1;thema:Reise;voc:VOC-20260522-1301,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1301]\n\n## Grammar / Notes\nthường không có số nhiều\n"
,Tradition,"Wir feiern verschiedene kulturelle Traditionen.","truyền thống",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-136,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-136]\n\n## Grammar / Notes\nAdj.: traditionell | Quelle: Teil4 4.23\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,Trainer,"Es wird auf die kompetenten Trainer hingewiesen.","huấn luyện viên",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-201,0,,2026-05-31,,
